label,tt,result,n_covered,n_empty,total_domain,profiles,edges_partial,edges_incompat
lift_and_53490,0xD0F20000,UNSAT,40,0,279243,13203,375,2
lift_53491,0xD0F3D0F3,UNSAT,40,0,181198,9831,431,0
lift_xor_53491,0x2F0CD0F3,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_53491,0xD0F30000,UNSAT,40,0,254192,11873,394,0
lift_53495,0xD0F7D0F7,UNSAT,40,0,151574,7092,437,0
lift_xor_53495,0x2F08D0F7,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_53495,0xD0F70000,UNSAT,40,0,228534,10439,377,0
lift_53498,0xD0FAD0FA,UNSAT,40,0,197829,12023,428,2
lift_xor_53498,0x2F05D0FA,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_53498,0xD0FA0000,UNSAT,40,0,260154,12920,387,1
lift_53502,0xD0FED0FE,UNSAT,40,0,161769,8677,433,4
lift_xor_53502,0x2F01D0FE,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_53502,0xD0FE0000,UNSAT,40,0,231203,11032,382,2
lift_53505,0xD101D101,UNSAT,40,0,167113,9456,424,4
lift_xor_53505,0x2EFED101,EMPTY+GENUINE,28,12,53540,5688,162,8
lift_and_53505,0xD1010000,UNSAT,40,0,299372,10813,362,3
lift_53584,0xD150D150,UNSAT,40,0,161769,8677,433,4
lift_xor_53584,0x2EAFD150,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_53584,0xD1500000,UNSAT,40,0,283354,10533,357,2
lift_53585,0xD151D151,UNSAT,40,0,156191,7972,428,2
lift_xor_53585,0x2EAED151,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_53585,0xD1510000,UNSAT,40,0,269255,10387,390,1
lift_53589,0xD155D155,UNSAT,40,0,150530,7325,414,4
lift_xor_53589,0x2EAAD155,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_53589,0xD1550000,UNSAT,40,0,254571,10143,387,2
lift_53632,0xD180D180,UNSAT,40,0,186045,11745,427,2
lift_xor_53632,0x2E7FD180,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_53632,0xD1800000,UNSAT,40,0,306594,12058,352,1
lift_53712,0xD1D0D1D0,UNSAT,40,0,197829,12023,428,2
lift_xor_53712,0x2E2FD1D0,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_53712,0xD1D00000,UNSAT,40,0,286204,12666,378,1
lift_53744,0xD1F0D1F0,UNSAT,40,0,210695,12616,416,4
lift_xor_53744,0x2E0FD1F0,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_53744,0xD1F00000,UNSAT,40,0,279243,13203,375,2
lift_53745,0xD1F1D1F1,UNSAT,40,0,181198,9831,431,0
lift_xor_53745,0x2E0ED1F1,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_53745,0xD1F10000,UNSAT,40,0,254192,11873,394,0
lift_53749,0xD1F5D1F5,UNSAT,40,0,151574,7092,437,0
lift_xor_53749,0x2E0AD1F5,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_53749,0xD1F50000,UNSAT,40,0,228534,10439,377,0
lift_54532,0xD504D504,UNSAT,40,0,161769,8677,433,4
lift_xor_54532,0x2AFBD504,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_54532,0xD5040000,UNSAT,40,0,283354,10533,357,2
lift_54533,0xD505D505,UNSAT,40,0,156191,7972,428,2
lift_xor_54533,0x2AFAD505,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_54533,0xD5050000,UNSAT,40,0,269255,10387,390,1
lift_54544,0xD510D510,UNSAT,40,0,161769,8677,433,4
lift_xor_54544,0x2AEFD510,EMPTY+GENUINE,28,12,40354,4080,166,4
lift_and_54544,0xD5100000,UNSAT,40,0,283354,10533,357,2
lift_54545,0xD511D511,UNSAT,40,0,156191,7972,428,2
lift_xor_54545,0x2AEED511,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_54545,0xD5110000,UNSAT,40,0,269255,10387,390,1
lift_54549,0xD515D515,UNSAT,40,0,150530,7325,414,4
lift_xor_54549,0x2AEAD515,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_54549,0xD5150000,UNSAT,40,0,254571,10143,387,2
lift_54725,0xD5C5D5C5,UNSAT,40,0,165266,8999,439,0
lift_xor_54725,0x2A3AD5C5,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_54725,0xD5C50000,UNSAT,40,0,246964,11230,401,0
lift_54732,0xD5CCD5CC,UNSAT,40,0,197829,12023,428,2
lift_xor_54732,0x2A33D5CC,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_54732,0xD5CC0000,UNSAT,40,0,260154,12920,387,1
lift_54737,0xD5D1D5D1,UNSAT,40,0,165266,8999,439,0
lift_xor_54737,0x2A2ED5D1,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_54737,0xD5D10000,UNSAT,40,0,246964,11230,401,0
lift_54748,0xD5DCD5DC,UNSAT,40,0,161769,8677,433,4
lift_xor_54748,0x2A23D5DC,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_54748,0xD5DC0000,UNSAT,40,0,231203,11032,382,2
lift_54768,0xD5F0D5F0,UNSAT,40,0,197829,12023,428,2
lift_xor_54768,0x2A0FD5F0,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_54768,0xD5F00000,UNSAT,40,0,260154,12920,387,1
lift_54772,0xD5F4D5F4,UNSAT,40,0,161769,8677,433,4
lift_xor_54772,0x2A0BD5F4,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_54772,0xD5F40000,UNSAT,40,0,231203,11032,382,2
lift_55312,0xD810D810,UNSAT,40,0,186045,11745,427,2
lift_xor_55312,0x27EFD810,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_55312,0xD8100000,UNSAT,40,0,306594,12058,352,1
lift_55424,0xD880D880,UNSAT,40,0,192905,13288,411,0
lift_xor_55424,0x277FD880,EMPTY+GENUINE,23,17,51070,5249,123,0
lift_and_55424,0xD8800000,UNSAT,40,0,309416,12537,336,0
lift_55500,0xD8CCD8CC,UNSAT,40,0,222460,14054,412,0
lift_xor_55500,0x2733D8CC,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_55500,0xD8CC0000,UNSAT,40,0,283558,13929,382,0
lift_55516,0xD8DCD8DC,UNSAT,40,0,199500,11914,416,0
lift_xor_55516,0x2723D8DC,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_55516,0xD8DC0000,UNSAT,40,0,260211,12941,396,0
lift_55517,0xD8DDD8DD,UNSAT,40,0,184305,10365,424,0
lift_xor_55517,0x2722D8DD,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_55517,0xD8DD0000,UNSAT,40,0,242311,12229,408,0
lift_55536,0xD8F0D8F0,UNSAT,40,0,228151,15003,412,0
lift_xor_55536,0x270FD8F0,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_55536,0xD8F00000,UNSAT,40,0,286417,14401,370,0
lift_55547,0xD8FBD8FB,UNSAT,40,0,168641,9346,438,0
lift_xor_55547,0x2704D8FB,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_55547,0xD8FB0000,UNSAT,40,0,222031,11663,399,0
lift_55548,0xD8FCD8FC,UNSAT,40,0,183836,10895,442,0
lift_xor_55548,0x2703D8FC,EMPTY+GENUINE,27,13,15416,1863,157,0
lift_and_55548,0xD8FC0000,UNSAT,40,0,239931,12375,385,0
lift_55551,0xD8FFD8FF,UNSAT,40,0,246766,9439,408,0
lift_xor_55551,0x2700D8FF,EMPTY+GENUINE,29,11,49675,2370,205,0
lift_and_55551,0xD8FF0000,UNSAT,40,0,256150,12941,396,0
lift_56324,0xDC04DC04,UNSAT,40,0,183836,10895,442,0
lift_xor_56324,0x23FBDC04,EMPTY+GENUINE,27,13,41508,4249,159,0
lift_and_56324,0xDC040000,UNSAT,40,0,292082,11876,358,0
lift_56332,0xDC0CDC0C,UNSAT,40,0,199500,11914,416,0
lift_xor_56332,0x23F3DC0C,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_56332,0xDC0C0000,UNSAT,40,0,286312,12696,387,0
lift_56405,0xDC55DC55,UNSAT,40,0,165266,8999,439,0
lift_xor_56405,0x23AADC55,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_56405,0xDC550000,UNSAT,40,0,246964,11230,401,0
lift_56412,0xDC5CDC5C,UNSAT,40,0,197829,12023,428,2
lift_xor_56412,0x23A3DC5C,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_56412,0xDC5C0000,UNSAT,40,0,260154,12920,387,1
lift_56460,0xDC8CDC8C,UNSAT,40,0,222460,14054,412,0
lift_xor_56460,0x2373DC8C,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_56460,0xDC8C0000,UNSAT,40,0,283558,13929,382,0
lift_56533,0xDCD5DCD5,UNSAT,40,0,160153,8553,437,0
lift_xor_56533,0x232ADCD5,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_56533,0xDCD50000,UNSAT,40,0,231181,11026,400,0
lift_56564,0xDCF4DCF4,UNSAT,40,0,183836,10895,442,0
lift_xor_56564,0x230BDCF4,EMPTY+GENUINE,27,13,15416,1863,157,0
lift_and_56564,0xDCF40000,UNSAT,40,0,239931,12375,385,0
lift_56570,0xDCFADCFA,UNSAT,40,0,186045,11745,427,2
lift_xor_56570,0x2305DCFA,EMPTY+GENUINE,27,13,11073,1693,160,4
lift_and_56570,0xDCFA0000,UNSAT,40,0,227505,12737,393,1
lift_56577,0xDD01DD01,UNSAT,40,0,195334,11601,421,2
lift_xor_56577,0x22FEDD01,EMPTY+GENUINE,30,10,45021,4719,199,2
lift_and_56577,0xDD010000,UNSAT,40,0,285708,12512,378,1
lift_56584,0xDD08DD08,UNSAT,40,0,199500,11914,416,0
lift_xor_56584,0x22F7DD08,EMPTY+GENUINE,29,11,41233,4153,181,0
lift_and_56584,0xDD080000,UNSAT,40,0,286312,12696,387,0
lift_56592,0xDD10DD10,UNSAT,40,0,197829,12023,428,2
lift_xor_56592,0x22EFDD10,EMPTY+GENUINE,30,10,43726,4532,199,2
lift_and_56592,0xDD100000,UNSAT,40,0,286204,12666,378,1
lift_56657,0xDD51DD51,UNSAT,40,0,165266,8999,439,0
lift_xor_56657,0x22AEDD51,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_56657,0xDD510000,UNSAT,40,0,246964,11230,401,0
lift_56668,0xDD5CDD5C,UNSAT,40,0,161769,8677,433,4
lift_xor_56668,0x22A3DD5C,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_56668,0xDD5C0000,UNSAT,40,0,231203,11032,382,2
lift_56716,0xDD8CDD8C,UNSAT,40,0,199500,11914,416,0
lift_xor_56716,0x2273DD8C,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_56716,0xDD8C0000,UNSAT,40,0,260211,12941,396,0
lift_56717,0xDD8DDD8D,UNSAT,40,0,184305,10365,424,0
lift_xor_56717,0x2272DD8D,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_56717,0xDD8D0000,UNSAT,40,0,242311,12229,408,0
lift_56773,0xDDC5DDC5,UNSAT,40,0,160153,8553,437,0
lift_xor_56773,0x223ADDC5,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_56773,0xDDC50000,UNSAT,40,0,231181,11026,400,0
lift_56817,0xDDF1DDF1,UNSAT,40,0,168641,9346,438,0
lift_xor_56817,0x220EDDF1,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_56817,0xDDF10000,UNSAT,40,0,222031,11663,399,0
lift_56821,0xDDF5DDF5,UNSAT,40,0,246766,9439,408,0
lift_xor_56821,0x220ADDF5,EMPTY+GENUINE,29,11,49675,2370,205,0
lift_and_56821,0xDDF50000,UNSAT,40,0,256150,12941,396,0
lift_56824,0xDDF8DDF8,UNSAT,40,0,186045,11745,427,2
lift_xor_56824,0x2207DDF8,EMPTY+GENUINE,27,13,11073,1693,160,4
lift_and_56824,0xDDF80000,UNSAT,40,0,227505,12737,393,1
lift_57090,0xDF02DF02,UNSAT,40,0,210695,12616,416,4
lift_xor_57090,0x20FDDF02,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_57090,0xDF020000,UNSAT,40,0,279243,13203,375,2
lift_57091,0xDF03DF03,UNSAT,40,0,181198,9831,431,0
lift_xor_57091,0x20FCDF03,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_57091,0xDF030000,UNSAT,40,0,254192,11873,394,0
lift_57095,0xDF07DF07,UNSAT,40,0,151574,7092,437,0
lift_xor_57095,0x20F8DF07,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_57095,0xDF070000,UNSAT,40,0,228534,10439,377,0
lift_57098,0xDF0ADF0A,UNSAT,40,0,197829,12023,428,2
lift_xor_57098,0x20F5DF0A,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_57098,0xDF0A0000,UNSAT,40,0,260154,12920,387,1
lift_57102,0xDF0EDF0E,UNSAT,40,0,161769,8677,433,4
lift_xor_57102,0x20F1DF0E,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_57102,0xDF0E0000,UNSAT,40,0,231203,11032,382,2
lift_57104,0xDF10DF10,UNSAT,40,0,210695,12616,416,4
lift_xor_57104,0x20EFDF10,EMPTY+GENUINE,30,10,42103,4120,190,4
lift_and_57104,0xDF100000,UNSAT,40,0,279243,13203,375,2
lift_57105,0xDF11DF11,UNSAT,40,0,181198,9831,431,0
lift_xor_57105,0x20EEDF11,EMPTY+GENUINE,30,10,30680,3354,205,0
lift_and_57105,0xDF110000,UNSAT,40,0,254192,11873,394,0
lift_57109,0xDF15DF15,UNSAT,40,0,151574,7092,437,0
lift_xor_57109,0x20EADF15,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_57109,0xDF150000,UNSAT,40,0,228534,10439,377,0
lift_57168,0xDF50DF50,UNSAT,40,0,197829,12023,428,2
lift_xor_57168,0x20AFDF50,EMPTY+GENUINE,30,10,30680,3354,198,2
lift_and_57168,0xDF500000,UNSAT,40,0,260154,12920,387,1
lift_57172,0xDF54DF54,UNSAT,40,0,161769,8677,433,4
lift_xor_57172,0x20ABDF54,EMPTY+GENUINE,28,12,14262,1694,168,4
lift_and_57172,0xDF540000,UNSAT,40,0,231203,11032,382,2
lift_57216,0xDF80DF80,UNSAT,40,0,228151,15003,412,0
lift_xor_57216,0x207FDF80,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_57216,0xDF800000,UNSAT,40,0,286417,14401,370,0
lift_57227,0xDF8BDF8B,UNSAT,40,0,168641,9346,438,0
lift_xor_57227,0x2074DF8B,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_57227,0xDF8B0000,UNSAT,40,0,222031,11663,399,0
lift_57228,0xDF8CDF8C,UNSAT,40,0,183836,10895,442,0
lift_xor_57228,0x2073DF8C,EMPTY+GENUINE,27,13,15416,1863,157,0
lift_and_57228,0xDF8C0000,UNSAT,40,0,239931,12375,385,0
lift_57231,0xDF8FDF8F,UNSAT,40,0,246766,9439,408,0
lift_xor_57231,0x2070DF8F,EMPTY+GENUINE,29,11,49675,2370,205,0
lift_and_57231,0xDF8F0000,UNSAT,40,0,256150,12941,396,0
lift_57284,0xDFC4DFC4,UNSAT,40,0,183836,10895,442,0
lift_xor_57284,0x203BDFC4,EMPTY+GENUINE,27,13,15416,1863,157,0
lift_and_57284,0xDFC40000,UNSAT,40,0,239931,12375,385,0
lift_57290,0xDFCADFCA,UNSAT,40,0,186045,11745,427,2
lift_xor_57290,0x2035DFCA,EMPTY+GENUINE,27,13,11073,1693,160,4
lift_and_57290,0xDFCA0000,UNSAT,40,0,227505,12737,393,1
lift_57297,0xDFD1DFD1,UNSAT,40,0,168641,9346,438,0
lift_xor_57297,0x202EDFD1,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_57297,0xDFD10000,UNSAT,40,0,222031,11663,399,0
lift_57301,0xDFD5DFD5,UNSAT,40,0,246766,9439,408,0
lift_xor_57301,0x202ADFD5,EMPTY+GENUINE,29,11,49675,2370,205,0
lift_and_57301,0xDFD50000,UNSAT,40,0,256150,12941,396,0
lift_57304,0xDFD8DFD8,UNSAT,40,0,186045,11745,427,2
lift_xor_57304,0x2027DFD8,EMPTY+GENUINE,27,13,11073,1693,160,4
lift_and_57304,0xDFD80000,UNSAT,40,0,227505,12737,393,1
lift_57378,0xE022E022,UNSAT,40,0,186045,11745,427,2
lift_xor_57378,0x1FDDE022,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_57378,0xE0220000,UNSAT,40,0,306594,12058,352,1
lift_57412,0xE044E044,UNSAT,40,0,186045,11745,427,2
lift_xor_57412,0x1FBBE044,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_57412,0xE0440000,UNSAT,40,0,306594,12058,352,1
lift_57480,0xE088E088,UNSAT,40,0,192905,13288,411,0
lift_xor_57480,0x1F77E088,EMPTY+GENUINE,23,17,51070,5249,123,0
lift_and_57480,0xE0880000,UNSAT,40,0,309416,12537,336,0
lift_57585,0xE0F1E0F1,UNSAT,40,0,214184,13247,412,4
lift_xor_57585,0x1F0EE0F1,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_57585,0xE0F10000,UNSAT,40,0,280899,13498,378,2
lift_57595,0xE0FBE0FB,UNSAT,40,0,160153,8553,437,0
lift_xor_57595,0x1F04E0FB,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_57595,0xE0FB0000,UNSAT,40,0,231181,11026,400,0
lift_57597,0xE0FDE0FD,UNSAT,40,0,160153,8553,437,0
lift_xor_57597,0x1F02E0FD,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_57597,0xE0FD0000,UNSAT,40,0,231181,11026,400,0
lift_57858,0xE202E202,UNSAT,40,0,186045,11745,427,2
lift_xor_57858,0x1DFDE202,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_57858,0xE2020000,UNSAT,40,0,306594,12058,352,1
lift_57984,0xE280E280,UNSAT,40,0,192905,13288,411,0
lift_xor_57984,0x1D7FE280,EMPTY+GENUINE,23,17,51070,5249,123,0
lift_and_57984,0xE2800000,UNSAT,40,0,309416,12537,336,0
lift_58026,0xE2AAE2AA,UNSAT,40,0,228151,15003,412,0
lift_xor_58026,0x1D55E2AA,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_58026,0xE2AA0000,UNSAT,40,0,286417,14401,370,0
lift_58095,0xE2EFE2EF,UNSAT,40,0,168641,9346,438,0
lift_xor_58095,0x1D10E2EF,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_58095,0xE2EF0000,UNSAT,40,0,222031,11663,399,0
lift_58096,0xE2F0E2F0,UNSAT,40,0,222460,14054,412,0
lift_xor_58096,0x1D0FE2F0,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_58096,0xE2F00000,UNSAT,40,0,283558,13929,382,0
lift_58098,0xE2F2E2F2,UNSAT,40,0,199500,11914,416,0
lift_xor_58098,0x1D0DE2F2,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_58098,0xE2F20000,UNSAT,40,0,260211,12941,396,0
lift_58099,0xE2F3E2F3,UNSAT,40,0,184305,10365,424,0
lift_xor_58099,0x1D0CE2F3,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_58099,0xE2F30000,UNSAT,40,0,242311,12229,408,0
lift_58106,0xE2FAE2FA,UNSAT,40,0,183836,10895,442,0
lift_xor_58106,0x1D05E2FA,EMPTY+GENUINE,27,13,15416,1863,157,0
lift_and_58106,0xE2FA0000,UNSAT,40,0,239931,12375,385,0
lift_58111,0xE2FFE2FF,UNSAT,40,0,246766,9439,408,0
lift_xor_58111,0x1D00E2FF,EMPTY+GENUINE,29,11,49675,2370,205,0
lift_and_58111,0xE2FF0000,UNSAT,40,0,256150,12941,396,0
lift_58372,0xE404E404,UNSAT,40,0,186045,11745,427,2
lift_xor_58372,0x1BFBE404,EMPTY+GENUINE,27,13,50211,5257,160,4
lift_and_58372,0xE4040000,UNSAT,40,0,306594,12058,352,1
lift_58496,0xE480E480,UNSAT,40,0,192905,13288,411,0
lift_xor_58496,0x1B7FE480,EMPTY+GENUINE,23,17,51070,5249,123,0
lift_and_58496,0xE4800000,UNSAT,40,0,309416,12537,336,0
lift_58572,0xE4CCE4CC,UNSAT,40,0,228151,15003,412,0
lift_xor_58572,0x1B33E4CC,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_58572,0xE4CC0000,UNSAT,40,0,286417,14401,370,0
lift_58607,0xE4EFE4EF,UNSAT,40,0,168641,9346,438,0
lift_xor_58607,0x1B10E4EF,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_58607,0xE4EF0000,UNSAT,40,0,222031,11663,399,0
lift_58608,0xE4F0E4F0,UNSAT,40,0,222460,14054,412,0
lift_xor_58608,0x1B0FE4F0,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_58608,0xE4F00000,UNSAT,40,0,283558,13929,382,0
lift_58612,0xE4F4E4F4,UNSAT,40,0,199500,11914,416,0
lift_xor_58612,0x1B0BE4F4,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_58612,0xE4F40000,UNSAT,40,0,260211,12941,396,0
lift_58613,0xE4F5E4F5,UNSAT,40,0,184305,10365,424,0
lift_xor_58613,0x1B0AE4F5,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_58613,0xE4F50000,UNSAT,40,0,242311,12229,408,0
lift_58620,0xE4FCE4FC,UNSAT,40,0,183836,10895,442,0
lift_xor_58620,0x1B03E4FC,EMPTY+GENUINE,27,13,15416,1863,157,0
lift_and_58620,0xE4FC0000,UNSAT,40,0,239931,12375,385,0
lift_58623,0xE4FFE4FF,UNSAT,40,0,246766,9439,408,0
lift_xor_58623,0x1B00E4FF,EMPTY+GENUINE,29,11,49675,2370,205,0
lift_and_58623,0xE4FF0000,UNSAT,40,0,256150,12941,396,0
lift_59400,0xE808E808,UNSAT,40,0,192905,13288,411,0
lift_xor_59400,0x17F7E808,EMPTY+GENUINE,23,17,51070,5249,123,0
lift_and_59400,0xE8080000,UNSAT,40,0,309416,12537,336,0
lift_59424,0xE820E820,UNSAT,40,0,192905,13288,411,0
lift_xor_59424,0x17DFE820,EMPTY+GENUINE,23,17,51070,5249,123,0
lift_and_59424,0xE8200000,UNSAT,40,0,309416,12537,336,0
lift_59456,0xE840E840,UNSAT,40,0,192905,13288,411,0
lift_xor_59456,0x17BFE840,EMPTY+GENUINE,23,17,51070,5249,123,0
lift_and_59456,0xE8400000,UNSAT,40,0,309416,12537,336,0
lift_59631,0xE8EFE8EF,UNSAT,40,0,164029,9555,431,0
lift_xor_59631,0x1710E8EF,EMPTY+GENUINE,25,15,8927,1264,137,0
lift_and_59631,0xE8EF0000,UNSAT,40,0,219831,11393,395,0
lift_59643,0xE8FBE8FB,UNSAT,40,0,164029,9555,431,0
lift_xor_59643,0x1704E8FB,EMPTY+GENUINE,25,15,8927,1264,137,0
lift_and_59643,0xE8FB0000,UNSAT,40,0,219831,11393,395,0
lift_59645,0xE8FDE8FD,UNSAT,40,0,164029,9555,431,0
lift_xor_59645,0x1702E8FD,EMPTY+GENUINE,25,15,8927,1264,137,0
lift_and_59645,0xE8FD0000,UNSAT,40,0,219831,11393,395,0
lift_59647,0xE8FFE8FF,UNSAT,40,0,241728,9554,402,0
lift_xor_59647,0x1700E8FF,EMPTY+GENUINE,27,13,48813,2150,177,0
lift_and_59647,0xE8FF0000,UNSAT,40,0,253737,12624,381,0
lift_59946,0xEA2AEA2A,UNSAT,40,0,228151,15003,412,0
lift_xor_59946,0x15D5EA2A,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_59946,0xEA2A0000,UNSAT,40,0,286417,14401,370,0
lift_60492,0xEC4CEC4C,UNSAT,40,0,228151,15003,412,0
lift_xor_60492,0x13B3EC4C,EMPTY+GENUINE,28,12,43857,4424,182,0
lift_and_60492,0xEC4C0000,UNSAT,40,0,286417,14401,370,0
lift_60975,0xEE2FEE2F,UNSAT,40,0,168641,9346,438,0
lift_xor_60975,0x11D0EE2F,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_60975,0xEE2F0000,UNSAT,40,0,222031,11663,399,0
lift_61007,0xEE4FEE4F,UNSAT,40,0,168641,9346,438,0
lift_xor_61007,0x11B0EE4F,EMPTY+GENUINE,27,13,9363,1379,161,0
lift_and_61007,0xEE4F0000,UNSAT,40,0,222031,11663,399,0
lift_61071,0xEE8FEE8F,UNSAT,40,0,164029,9555,431,0
lift_xor_61071,0x1170EE8F,EMPTY+GENUINE,25,15,8927,1264,137,0
lift_and_61071,0xEE8F0000,UNSAT,40,0,219831,11393,395,0
lift_61176,0xEEF8EEF8,UNSAT,40,0,192905,13288,411,0
lift_xor_61176,0x1107EEF8,EMPTY+GENUINE,23,17,11932,1749,121,0
lift_and_61176,0xEEF80000,UNSAT,40,0,229439,13142,371,0
lift_61185,0xEF01EF01,UNSAT,40,0,214184,13247,412,4
lift_xor_61185,0x10FEEF01,EMPTY+GENUINE,30,10,43857,4443,198,4
lift_and_61185,0xEF010000,UNSAT,40,0,280899,13498,378,2
lift_61195,0xEF0BEF0B,UNSAT,40,0,160153,8553,437,0
lift_xor_61195,0x10F4EF0B,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_61195,0xEF0B0000,UNSAT,40,0,231181,11026,400,0
lift_61197,0xEF0DEF0D,UNSAT,40,0,160153,8553,437,0
lift_xor_61197,0x10F2EF0D,EMPTY+GENUINE,28,12,13382,1633,177,0
lift_and_61197,0xEF0D0000,UNSAT,40,0,231181,11026,400,0
lift_61216,0xEF20EF20,UNSAT,40,0,222460,14054,412,0
lift_xor_61216,0x10DFEF20,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_61216,0xEF200000,UNSAT,40,0,283558,13929,382,0
lift_61218,0xEF22EF22,UNSAT,40,0,199500,11914,416,0
lift_xor_61218,0x10DDEF22,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_61218,0xEF220000,UNSAT,40,0,260211,12941,396,0
lift_61219,0xEF23EF23,UNSAT,40,0,184305,10365,424,0
lift_xor_61219,0x10DCEF23,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_61219,0xEF230000,UNSAT,40,0,242311,12229,408,0
lift_61226,0xEF2AEF2A,UNSAT,40,0,183836,10895,442,0
lift_xor_61226,0x10D5EF2A,EMPTY+GENUINE,27,13,15416,1863,157,0
lift_and_61226,0xEF2A0000,UNSAT,40,0,239931,12375,385,0
lift_61231,0xEF2FEF2F,UNSAT,40,0,246766,9439,408,0
lift_xor_61231,0x10D0EF2F,EMPTY+GENUINE,29,11,49675,2370,205,0
lift_and_61231,0xEF2F0000,UNSAT,40,0,256150,12941,396,0
lift_61248,0xEF40EF40,UNSAT,40,0,222460,14054,412,0
lift_xor_61248,0x10BFEF40,EMPTY+GENUINE,28,12,42103,4114,176,0
lift_and_61248,0xEF400000,UNSAT,40,0,283558,13929,382,0
lift_61252,0xEF44EF44,UNSAT,40,0,199500,11914,416,0
lift_xor_61252,0x10BBEF44,EMPTY+GENUINE,29,11,28187,2975,182,0
lift_and_61252,0xEF440000,UNSAT,40,0,260211,12941,396,0
lift_61253,0xEF45EF45,UNSAT,40,0,184305,10365,424,0
lift_xor_61253,0x10BAEF45,EMPTY+GENUINE,29,11,22134,2493,184,0
lift_and_61253,0xEF450000,UNSAT,40,0,242311,12229,408,0
lift_61260,0xEF4CEF4C,UNSAT,40,0,183836,10895,442,0
lift_xor_61260,0x10B3EF4C,EMPTY+GENUINE,27,13,15416,1863,157,0
